Future ask prices and ask volumes , bid prices and bid volumes, ETF ask prices and ask volumes , bid prices and bid volumes
147100,147200,147400,148000,152000,1000,3400,1000,2000,1000146900,146600,146300,113000,0,13000,1000,1000,2000,00,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0
147100,147200,147400,148000,152200,9400,11740,4000,2000,1000146900,146600,146300,146000,112900,4000,1000,1000,2000,2000147600,0,0,0,0,10000,0,0,0,0146400,0,0,0,0,10000,0,0,0,0
147100,147200,147300,147400,148000,10400,12740,2000,4000,2000146300,146000,145400,117200,112900,1000,2000,1000,1000,2000147600,0,0,0,0,10000,0,0,0,0146400,0,0,0,0,10000,0,0,0,0
147100,147200,147400,148000,148600,9410,12000,1000,2000,1000146900,146700,146600,146500,146300,3450,3000,1000,1000,1000147600,0,0,0,0,10000,0,0,0,0146400,0,0,0,0,10000,0,0,0,0
147100,147200,147400,148000,152200,10,11400,1000,2000,1000147000,146900,146800,146700,146600,5000,11450,1000,4000,1000147600,0,0,0,0,10000,0,0,0,0146400,0,0,0,0,10000,0,0,0,0
147200,147300,147400,147500,147600,9400,11000,11000,1000,3000147000,146900,146800,146700,146600,5000,13000,1000,1000,2000147000,147800,0,0,0,1,10000,0,0,0146600,0,0,0,0,10000,0,0,0,0
147100,147200,147300,147400,147800,9400,11000,9000,14000,1000147000,146900,146800,146600,146500,900,5000,2000,2000,1000147000,147700,0,0,0,1,10000,0,0,0146500,0,0,0,0,10000,0,0,0,0
147100,147200,147300,147400,147700,20,10400,9000,14000,1000147000,146900,146800,146700,146600,3900,13000,2000,1000,2000147000,147600,0,0,0,1,10000,0,0,0146400,144100,0,0,0,10000,31,0,0,0
147100,147200,147300,147400,147500,9420,13000,9000,14000,1000147000,146900,146800,146600,146500,900,3000,10000,1000,1000147000,147600,0,0,0,1,10000,0,0,0146400,144100,0,0,0,10000,31,0,0,0
147100,147200,147300,147400,147500,13400,10000,12000,10000,1000146900,146800,146700,146600,146500,5720,9720,1000,4000,1000147000,147600,0,0,0,1,10000,0,0,0146400,144700,144100,0,0,10000,20,31,0,0
147000,147100,147200,147300,147400,9400,10710,13000,11000,10000146800,146700,146500,146400,146300,3000,9000,1000,1000,1000147000,147600,0,0,0,1,10000,0,0,0146400,144700,144100,0,0,10000,20,31,0,0
147000,147100,147200,147300,147400,11400,10710,13000,11000,10000146700,146500,146400,146300,146200,1000,9000,1000,1000,1000147000,147400,0,0,0,1,10000,0,0,0146200,145300,144700,144100,0,10000,18,20,31,0
147000,147100,147200,147300,147400,11400,10710,13000,11000,10000146700,146500,146400,146300,146200,1000,9000,1000,1000,1000147000,147400,0,0,0,1,10000,0,0,0146200,145300,144700,144100,0,10000,18,20,31,0
147000,147100,147200,147300,147400,1400,12000,10000,9000,10000146900,146800,146700,146600,146500,3000,12000,9000,3000,10000147000,147500,0,0,0,1,10000,0,0,0146300,145300,144700,144100,0,10000,18,20,31,0
147000,147100,147200,147300,147400,9000,12400,10000,11000,10000146800,146700,146600,146500,146400,13000,9000,3000,10000,1000147500,0,0,0,0,10000,0,0,0,0146300,145300,144700,144100,0,10000,18,20,31,0
147000,147100,147200,147300,147400,1000,12400,10000,11000,10000146800,146700,146600,146500,146400,13000,9000,3000,10000,1000147500,148900,0,0,0,10000,78,0,0,0146300,145300,144700,144100,0,9983,18,20,31,0
147000,147100,147200,147300,147400,14120,9000,10000,11000,3000146800,146700,146600,146500,146400,2000,3000,1000,12000,2000147400,148900,0,0,0,10000,78,0,0,0146200,145300,144700,144100,0,10000,18,20,31,0
147000,147100,147200,147300,147400,13400,9000,10000,11000,3000146800,146700,146600,146500,146400,5000,11000,1000,13000,2000147200,147400,148900,0,0,20,10000,78,0,0146200,145300,144700,144100,0,10000,18,20,31,0
147000,147100,147200,147300,147400,15130,9000,10000,11000,3000146800,146700,146600,146500,146400,2000,3000,1000,11000,2000147200,147500,148900,0,0,20,10000,78,0,0146300,145300,144700,144100,0,9981,18,20,31,0
146900,147000,147100,147200,147300,12400,11000,12000,12000,11000146700,146600,146500,146400,146300,4000,11750,9000,13000,2000147200,147300,148900,0,0,20,10000,78,0,0146100,145300,144700,144100,0,10000,18,20,31,0
146800,146900,147000,147100,147200,9000,11000,11000,12000,11000146700,146600,146500,146400,146300,2000,11000,12000,10000,2000147200,147400,148900,0,0,20,10000,78,0,0146200,145300,144700,144100,0,10000,18,20,31,0
