ETF ask prices and ask volumes , bid prices and bid volumes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147600,0,0,0,0,10000,0,0,0,0,146400,0,0,0,0,10000,0,0,0,0
147600,0,0,0,0,10000,0,0,0,0,146400,0,0,0,0,10000,0,0,0,0
147600,0,0,0,0,10000,0,0,0,0,146400,0,0,0,0,10000,0,0,0,0
147600,0,0,0,0,10000,0,0,0,0,146400,0,0,0,0,10000,0,0,0,0
147000,147800,0,0,0,1,10000,0,0,0,146600,0,0,0,0,10000,0,0,0,0
147000,147700,0,0,0,1,10000,0,0,0,146500,144100,0,0,0,10000,31,0,0,0
147000,147600,0,0,0,1,10000,0,0,0,146400,144100,0,0,0,10000,31,0,0,0
147000,147600,0,0,0,1,10000,0,0,0,146400,144100,0,0,0,10000,31,0,0,0
147000,147600,0,0,0,1,10000,0,0,0,146400,144700,144100,0,0,10000,20,31,0,0
147000,147600,0,0,0,1,10000,0,0,0,146400,144700,144100,0,0,10000,20,31,0,0
147000,147400,0,0,0,1,10000,0,0,0,146200,145300,144700,144100,0,10000,18,20,31,0
147000,147400,0,0,0,1,10000,0,0,0,146200,145300,144700,144100,0,10000,18,20,31,0
147000,147500,0,0,0,1,10000,0,0,0,146300,145300,144700,144100,0,10000,18,20,31,0
147500,0,0,0,0,9908,0,0,0,0,146300,145300,144700,144100,0,10000,18,20,31,0
147500,148900,0,0,0,10000,78,0,0,0,146300,145300,144700,144100,0,9983,18,20,31,0
147400,148900,0,0,0,10000,78,0,0,0,146200,145300,144700,144100,0,10000,18,20,31,0
147200,147400,148900,0,0,20,10000,78,0,0,146200,145300,144700,144100,0,10000,18,20,31,0
147200,147500,148900,0,0,20,10000,78,0,0,146300,145300,144700,144100,0,9981,18,20,31,0
147200,147500,148900,0,0,20,10000,78,0,0,146300,145300,144700,144100,0,9981,18,20,31,0
147200,147300,148900,0,0,20,10000,78,0,0,146100,145300,144700,144100,0,10000,18,20,31,0
147200,147400,148900,0,0,20,10000,78,0,0,146200,145300,144700,144100,0,10000,18,20,31,0
147200,147500,148900,0,0,20,10000,78,0,0,146300,145300,144700,144100,0,10000,18,20,31,0
147200,147500,148900,0,0,20,10000,78,0,0,147000,146300,145300,144700,144100,84,10000,18,20,31
147200,147600,148900,0,0,20,10000,78,0,0,147000,146400,145300,144700,144100,84,10000,18,20,31
147200,147300,148900,0,0,20,10045,78,0,0,147000,146100,145300,144700,144100,98,10000,18,20,31
147200,147300,148900,0,0,20,10045,78,0,0,147000,146100,145700,145300,144700,98,10000,23,18,20
147200,147300,148900,0,0,9976,45,78,0,0,147000,146000,145700,145300,144700,98,10000,23,18,20
147300,147400,148900,0,0,45,10000,78,0,0,147000,146200,145700,145300,144700,98,10000,23,18,20
147300,147600,148900,0,0,45,10000,78,0,0,147000,146400,145700,145300,144700,98,10000,23,18,20
147300,147500,147600,147700,148900,45,9,10000,9,78,147000,146400,145700,145300,144700,98,10000,23,18,20
147300,147500,147600,147700,148900,45,9,10000,9,78,147000,146400,145700,145300,144700,98,10000,23,18,20
147300,147500,147700,148900,0,45,10009,33,78,0,147000,146300,145700,145300,144700,98,10000,23,18,20
147300,147500,147700,148900,0,45,10009,33,78,0,147000,146300,145700,145300,144700,59,10000,23,18,20
147300,147500,147700,148900,0,45,10009,33,78,0,147000,146300,145700,145300,144700,59,10000,23,18,20
147300,147400,147500,147700,148900,45,10000,9,33,78,147000,146700,146200,145700,145300,59,27,10000,23,18
146400,147300,147400,147500,147700,70,45,10000,9,33,146200,145700,145300,144700,144100,10000,23,18,20,31
146400,147300,147400,147500,147700,70,45,10000,9,33,146200,145700,145300,144700,144100,10000,23,18,20,31
146400,147300,147500,147700,147800,70,10045,9,33,14,146100,145700,145300,144700,144100,10000,23,18,20,31
146400,147300,147500,147700,147800,70,10045,9,137,14,146100,145700,145300,144700,144100,10000,23,18,20,31
146400,147200,147300,147500,147700,70,10000,45,9,137,146000,145700,145300,144700,144100,10000,23,18,20,31
146400,147300,147400,147500,147700,70,45,10091,9,137,146200,145700,145300,144700,144100,10000,23,18,20,31
146400,147300,147400,147500,147700,70,45,10091,9,137,146200,145700,145300,144700,144100,10000,23,18,20,31
147300,147400,147500,147700,147800,45,91,9,10137,14,146500,145700,145300,144700,144100,9930,23,18,20,31
147300,147400,147500,147700,147800,12,91,9,10137,14,146500,145700,145300,144700,144100,9930,23,18,20,31
147300,147400,147500,147700,147800,12,91,9,10137,14,146600,146500,145700,145300,144700,152,10000,23,18,20
147300,147400,147500,147700,147800,12,91,9,10137,14,146600,146500,145700,145300,144700,152,10000,23,18,20
147400,147500,147700,147800,147900,18,9,137,14,10000,146700,146600,145700,145300,144700,10000,152,23,18,20
147400,147500,147600,147700,147800,18,9,10000,137,14,146600,146400,145700,145300,144700,152,10000,23,18,20
147400,147500,147600,147700,147800,18,9,10000,137,14,146600,146400,145700,145300,144700,152,10000,23,18,20
147400,147500,147600,147700,147800,18,9,10000,137,14,146600,146400,145700,145300,144700,152,10000,23,18,20
147400,147500,147600,147700,147800,18,9,10000,137,14,146600,146400,145700,145300,144700,152,10000,23,18,20
147400,147500,147600,147700,147800,18,9,10000,137,14,146600,146400,145700,145300,144700,152,10000,23,18,20
147400,147500,147600,147700,147800,18,9,10000,137,14,146600,146400,145700,145400,145300,149,10000,23,20,18
147400,147500,147600,147700,147800,18,9,10000,137,14,146600,146400,145700,145400,145300,149,10000,23,20,18
147000,147400,147500,147700,147800,128,18,10009,137,14,146600,146300,145700,145400,145300,149,10000,23,20,18
147000,147400,147500,147700,147800,128,18,10009,137,14,146600,146300,145700,145400,145300,149,10000,23,20,18
147000,147400,147500,147600,147700,128,18,9,10000,137,146600,146400,145700,145400,145300,149,10000,23,20,18
146900,147000,147400,147500,147700,75,128,18,9,10137,146600,146500,145700,145400,145300,149,10000,23,20,18
146900,147000,147400,147500,147700,75,128,18,10009,137,146600,146300,145700,145400,145300,149,10000,23,20,18
146900,147000,147400,147500,147600,75,128,18,9,10000,146600,146400,145700,145400,145300,149,10000,23,20,18
146900,147000,147400,147500,147600,75,128,18,9,10000,146600,146400,145700,145400,145300,149,10000,23,20,18
146900,147000,147400,147500,147600,56,128,18,9,10000,146600,146400,145700,145400,145300,149,10000,23,20,18
146900,147000,147400,147500,147700,56,128,10018,9,229,146600,146200,145700,145400,145300,149,10000,23,20,18
146900,147000,147200,147400,147500,44,128,52,18,9,146600,146400,145700,145400,145300,149,10000,23,20,18
146900,147000,147200,147300,147400,44,128,52,10000,18,146600,146100,145700,145400,145300,149,10000,23,20,18
146900,147000,147200,147400,147500,44,128,52,18,10009,146600,146300,145700,145400,145300,149,10000,23,20,18
146900,147000,147200,147400,147500,44,128,52,18,10009,146600,146300,145700,145400,145300,149,10000,23,20,18
146900,147000,147200,147400,147500,44,128,52,18,10009,146600,146300,146200,145700,145400,149,10000,5,23,20
