Future ask prices and ask volumes , bid prices and bid volumes, ETF ask prices and ask volumes , bid prices and bid volumes
124900,125000,125100,125500,125800,1000,1000,3000,1000,2000,124800,124700,124400,123300,95300,12060,660,2000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124900,125000,125100,125500,125800,1000,1000,3000,1000,2000,124800,124700,124400,123300,95300,12060,660,2000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124900,125000,125100,125500,125800,1000,1000,3000,1000,2000,124800,124700,124400,123300,95300,3060,660,2000,1000,1000,124800,125400,0,0,0,94,10000,0,0,0,124200,0,0,0,0,10000,0,0,0,0
124700,124800,124900,125000,125100,1000,12660,16660,2000,4000,124600,124500,124300,124100,124000,11400,1000,2000,1000,1000,124800,125400,0,0,0,94,10000,0,0,0,124200,0,0,0,0,9939,0,0,0,0
124700,124800,124900,125000,125100,3660,11660,16660,2000,4000,124500,124400,124200,124100,124000,3400,3000,1000,1000,1000,124800,125200,0,0,0,94,10000,0,0,0,124000,0,0,0,0,10000,0,0,0,0
124500,124600,124700,124800,124900,15670,18660,14670,14660,15660,124300,124200,124100,124000,123900,13660,3000,1000,1000,1000,124800,125200,0,0,0,94,10000,0,0,0,124000,122100,0,0,0,10000,1,0,0,0
124500,124600,124700,124800,124900,4010,14660,13670,14660,15660,124400,124300,124200,124100,124000,3670,11660,11000,1000,3000,124800,125000,0,0,0,94,10000,0,0,0,123800,122100,0,0,0,10000,1,0,0,0
124300,124400,124500,124600,124700,11670,14680,16680,13660,15670,124100,124000,123900,123800,123700,12670,1000,1000,4000,4000,124800,125000,0,0,0,94,10000,0,0,0,123800,122100,0,0,0,9985,1,0,0,0
124300,124400,124500,124600,124700,2690,13680,16680,13660,15670,124200,124100,124000,123900,123800,2000,13670,6000,1000,6000,124800,125000,0,0,0,94,10000,0,0,0,123800,122100,0,0,0,9985,1,0,0,0
124300,124400,124500,124600,124700,2680,11680,14680,13660,15670,124200,124100,124000,123900,123800,3000,12670,6000,1000,6000,124800,0,0,0,0,10094,0,0,0,0,123600,122100,0,0,0,9985,1,0,0,0
124400,124500,124600,124700,124800,1000,13680,13660,13670,15660,124300,124200,124100,124000,123900,10710,13670,14670,12000,3000,124800,0,0,0,0,10094,0,0,0,0,123600,122100,0,0,0,10000,1,0,0,0
124500,124600,124700,124800,124900,1000,5660,16670,12660,9750,124400,124300,124200,124100,124000,12000,11370,15670,11670,14000,124800,125000,0,0,0,94,10000,0,0,0,123800,122100,0,0,0,10000,1,0,0,0
