Future ask prices and ask volumes , bid prices and bid volumes, ETF ask prices and ask volumes , bid prices and bid volumes
148400,148500,148600,149500,149900,10310,3000,8000,2000,1000,148200,147800,114200,0,0,940,940,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148400,148500,148600,149500,149900,10310,3000,8000,2000,1000,148200,147800,114200,0,0,940,940,2000,0,0,148900,149100,0,0,0,10000,95,0,0,0,147700,0,0,0,0,10000,0,0,0,0
148400,148500,148600,149000,149300,25760,3000,8000,1000,2000,148100,147800,147700,147200,146800,8000,940,940,2000,2000,148900,149100,0,0,0,9948,95,0,0,0,148700,147700,0,0,0,20,10000,0,0,0
148500,148600,149000,149100,149300,9000,10940,1940,940,2000,148300,148200,148100,148000,147900,10770,14770,8000,2000,4940,148800,149100,0,0,0,10000,95,0,0,0,148700,147600,0,0,0,14,10000,0,0,0
148500,148600,149000,149100,149300,15790,10940,1940,940,2000,148200,148100,147900,147800,147400,11770,8000,5940,2940,2000,149100,0,0,0,0,10095,0,0,0,0,148700,147900,0,0,0,14,10000,0,0,0
148900,149000,149100,149200,149300,3000,14800,940,940,2940,148700,148600,148500,148400,148300,2820,13800,10800,14800,16790,149100,149500,0,0,0,95,10000,0,0,0,148300,0,0,0,0,10000,0,0,0,0
148900,149000,149100,149200,149300,11940,14820,940,940,2940,148600,148500,148400,148300,148200,5800,10800,13800,16790,5830,149100,149400,0,0,0,95,10000,0,0,0,148200,0,0,0,0,10000,0,0,0,0
148900,149000,149100,149200,149300,11810,13820,1940,940,2940,148600,148500,148400,148300,148200,2820,15800,10800,15790,6770,149100,149400,0,0,0,95,10000,0,0,0,148200,0,0,0,0,10000,0,0,0,0
148800,148900,149000,149100,149200,10840,15840,13820,1940,940,148500,148400,148300,148200,148100,2840,10800,11790,4770,6000,149100,149400,0,0,0,79,10000,0,0,0,148200,0,0,0,0,10000,0,0,0,0
148700,148800,148900,149000,149100,8000,13840,12840,13820,1940,148500,148400,148300,148200,148100,2940,10800,11790,4770,6000,149100,149200,150900,0,0,69,10000,63,0,0,148000,0,0,0,0,10000,0,0,0,0
148700,148800,148900,149000,149100,9000,14840,12840,13820,1940,148500,148400,148300,148200,148100,2940,11800,11790,4770,6940,149100,149200,150900,0,0,69,10000,63,0,0,148000,0,0,0,0,10000,0,0,0,0
148800,148900,149000,149100,149200,17840,12840,13820,940,940,148500,148400,148300,148200,148100,12840,15800,13790,5770,7940,149100,149300,150900,0,0,69,10000,63,0,0,148200,148100,0,0,0,124,10000,0,0,0
148800,148900,149000,149100,149200,3850,15840,13820,940,940,148600,148500,148400,148300,148200,1000,13850,11800,14790,7770,149100,149200,150900,0,0,69,10000,63,0,0,148200,148000,0,0,0,124,10000,0,0,0
148800,148900,149000,149100,149200,8000,16840,13820,940,1940,148600,148500,148400,148300,148200,10940,14850,14800,14790,8770,149100,149400,150900,0,0,69,10000,63,0,0,148200,0,0,0,0,10124,0,0,0,0
148700,148800,148900,149000,149100,10,12000,13840,13820,940,148600,148500,148400,148300,148200,3000,13850,14800,13790,7770,149100,149400,150900,0,0,69,10000,63,0,0,148200,0,0,0,0,10124,0,0,0,0
148700,148800,148900,149000,149100,10,10940,12840,13820,940,148600,148500,148400,148300,148200,1000,13860,11800,13790,7770,148500,149100,149200,150900,0,23,69,10000,63,0,148200,148000,0,0,0,124,10000,0,0,0
149200,149300,149400,149500,149600,8850,3940,2940,4940,4940,148900,148800,148700,148600,148500,3950,3940,5940,15850,15920,148500,149100,149200,150900,0,23,69,10000,63,0,148200,148000,0,0,0,124,10000,0,0,0
149100,149200,149300,149400,149500,1000,2850,3940,2940,4940,148900,148800,148700,148600,148500,2580,3940,5940,15850,16860,148500,149100,149200,149600,150900,14,83,20,10000,63,148400,148200,0,0,0,10000,124,0,0,0
